pr_id,user_id,github_username,repo_name,repo_full_name,department,pr_title,pr_state,created_at,merged_at,cycle_time_hours,lines_added,lines_removed,review_count,commit_count,rework_ratio,period
kubernetes#95563,,feross,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #95563,merged,2023-01-05T17:26:00+00:00,2023-01-06T05:08:09.488479+00:00,11.7,288,145,2,2,0.503,After
kubernetes#2729,,gvanrossum,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #2729,merged,2023-02-13T19:18:55+00:00,2023-02-14T00:38:55.995157+00:00,5.33,827,97,4,10,0.117,After
kubernetes#44824,,meijer-dries,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #44824,merged,2023-07-24T23:54:59+00:00,2023-07-25T20:31:56.747776+00:00,20.62,97,6,1,10,0.062,After
kubernetes#48936,,antirez,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #48936,merged,2023-08-30T09:22:29+00:00,2023-08-31T19:48:46.170905+00:00,34.44,403,216,4,7,0.536,After
kubernetes#30740,,diegohaz,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #30740,merged,2023-09-15T11:24:10+00:00,2023-09-16T11:59:30.938306+00:00,24.59,185,137,6,6,0.741,After
kubernetes#76583,,dhh,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #76583,merged,2022-11-26T20:15:10+00:00,2022-11-27T12:59:34.477450+00:00,16.74,1278,936,0,6,0.732,After
kubernetes#3231,,benawad,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #3231,merged,2023-06-12T09:09:55+00:00,2023-06-13T04:08:26.553292+00:00,18.98,533,93,0,8,0.174,After
kubernetes#44503,,matz,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #44503,merged,2023-03-26T00:11:00+00:00,2023-03-26T11:45:58.889161+00:00,11.58,83,75,3,6,0.904,After
kubernetes#37076,,dhh,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #37076,merged,2023-01-18T13:38:37+00:00,2023-01-19T09:33:15.580290+00:00,19.91,439,220,2,12,0.501,After
kubernetes#23971,,addyosmani,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #23971,merged,2023-12-15T12:14:06+00:00,2023-12-15T18:42:13.929755+00:00,6.47,1254,610,0,11,0.486,After
kubernetes#14058,,addyosmani,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #14058,merged,2023-11-29T08:23:50+00:00,2023-11-29T08:53:50+00:00,0.5,15,6,1,6,0.4,After
kubernetes#47764,,fireship,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #47764,merged,2023-03-09T16:17:33+00:00,2023-03-09T23:19:58.188952+00:00,7.04,1874,1174,5,10,0.626,After
kubernetes#15576,,colinhacks,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #15576,merged,2022-11-02T06:17:44+00:00,2022-11-02T21:33:10.363486+00:00,15.26,1432,899,6,6,0.628,After
kubernetes#29405,,epoberezkin,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #29405,merged,2023-02-26T14:41:23+00:00,2023-02-27T00:42:28.696823+00:00,10.02,1872,1641,0,2,0.877,After
kubernetes#27820,,rauchg,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #27820,merged,2023-08-18T23:59:28+00:00,2023-08-20T00:20:07.384639+00:00,24.34,1581,0,8,1,0.0,After
kubernetes#91946,,timdeschryver,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #91946,merged,2023-11-23T20:30:05+00:00,2023-11-24T15:56:03.671205+00:00,19.43,519,154,3,9,0.297,After
kubernetes#62570,,academind,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #62570,merged,2022-11-23T03:57:50+00:00,2022-11-23T04:27:50+00:00,0.5,557,124,2,2,0.223,After
kubernetes#10602,,tannerlinsley,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #10602,merged,2023-11-11T05:30:19+00:00,2023-11-12T05:50:37.161692+00:00,24.34,866,346,8,2,0.4,After
kubernetes#73487,,ardeois,kubernetes,kubernetes/kubernetes,DevOps,fix: update kubernetes component #73487,merged,2022-08-09T02:06:20+00:00,2022-08-10T09:50:19.230252+00:00,31.73,612,418,2,7,0.683,After
compose#31742,,diegohaz,compose,docker/compose,DevOps,fix: update compose component #31742,merged,2020-06-28T10:21:42+00:00,2020-06-30T10:18:06.793205+00:00,47.94,252,126,0,3,0.5,Before
compose#46887,,dhh,compose,docker/compose,DevOps,fix: update compose component #46887,merged,2020-07-08T16:46:28+00:00,2020-07-09T08:21:30.915790+00:00,15.58,1574,527,3,6,0.335,Before
compose#79491,,gcanti,compose,docker/compose,DevOps,fix: update compose component #79491,merged,2021-05-21T01:20:20+00:00,2021-05-22T17:46:19.170920+00:00,40.43,1294,1196,7,4,0.924,Before
compose#10765,,sindresorhus,compose,docker/compose,DevOps,fix: update compose component #10765,merged,2020-05-16T17:07:47+00:00,2020-05-17T23:14:13.357867+00:00,30.11,250,51,4,4,0.204,Before
compose#50963,,epoberezkin,compose,docker/compose,DevOps,fix: update compose component #50963,merged,2021-01-31T08:34:34+00:00,2021-02-01T18:54:12.471248+00:00,34.33,1460,1364,6,3,0.934,Before
compose#24374,,jashkenas,compose,docker/compose,DevOps,fix: update compose component #24374,merged,2020-06-21T20:01:35+00:00,2020-06-24T06:39:45.899491+00:00,58.64,1659,772,5,4,0.465,Before
compose#34799,,torvalds,compose,docker/compose,DevOps,fix: update compose component #34799,merged,2021-03-04T17:24:43+00:00,2021-03-05T13:32:56.872426+00:00,20.14,1964,1761,6,1,0.897,Before
compose#92167,,rauchg,compose,docker/compose,DevOps,fix: update compose component #92167,merged,2020-04-29T10:17:05+00:00,2020-04-30T20:29:08.959568+00:00,34.2,1500,231,0,6,0.154,Before
compose#37881,,jonathantneal,compose,docker/compose,DevOps,fix: update compose component #37881,merged,2022-05-09T09:09:25+00:00,2022-05-10T03:19:42.378972+00:00,18.17,573,571,7,6,0.997,Before
compose#63853,,feross,compose,docker/compose,DevOps,fix: update compose component #63853,merged,2020-12-07T13:09:09+00:00,2020-12-08T06:20:47.915433+00:00,17.19,136,7,8,2,0.051,Before
compose#25753,,nicolo-,compose,docker/compose,DevOps,fix: update compose component #25753,merged,2020-11-09T22:02:14+00:00,2020-11-10T16:00:24.238157+00:00,17.97,1751,1403,3,4,0.801,Before
compose#59078,,timdeschryver,compose,docker/compose,DevOps,fix: update compose component #59078,merged,2021-01-14T21:56:51+00:00,2021-01-17T07:11:34.799948+00:00,57.25,573,64,1,9,0.112,Before
compose#59767,,timdeschryver,compose,docker/compose,DevOps,fix: update compose component #59767,merged,2020-02-15T15:51:19+00:00,2020-02-16T10:47:30.129357+00:00,18.94,1389,6,6,6,0.004,Before
compose#97724,,broofa,compose,docker/compose,DevOps,fix: update compose component #97724,merged,2022-04-11T13:11:15+00:00,2022-04-13T15:22:20.225763+00:00,50.18,544,522,8,7,0.96,Before
compose#12563,,addyosmani,compose,docker/compose,DevOps,fix: update compose component #12563,merged,2022-05-17T17:21:26+00:00,2022-05-20T00:51:20.392157+00:00,55.5,1537,769,3,11,0.5,Before
compose#45311,,torvalds,compose,docker/compose,DevOps,fix: update compose component #45311,merged,2021-06-12T17:43:03+00:00,2021-06-13T23:28:09.510806+00:00,29.75,14,14,7,4,1.0,Before
compose#9105,,diegohaz,compose,docker/compose,DevOps,fix: update compose component #9105,merged,2020-03-06T02:35:43+00:00,2020-03-06T14:31:37.253231+00:00,11.93,1448,1221,2,10,0.843,Before
compose#33548,,epoberezkin,compose,docker/compose,DevOps,fix: update compose component #33548,merged,2021-01-23T13:23:42+00:00,2021-01-25T13:31:04.933366+00:00,48.12,652,395,6,7,0.606,Before
compose#29011,,traversymedia,compose,docker/compose,DevOps,fix: update compose component #29011,merged,2021-11-17T14:12:54+00:00,2021-11-18T12:28:02.387347+00:00,22.25,406,50,6,12,0.123,Before
compose#76674,,alexdotjs,compose,docker/compose,DevOps,fix: update compose component #76674,merged,2020-10-04T07:43:45+00:00,2020-10-05T06:32:13.377126+00:00,22.81,428,278,5,5,0.65,Before
compose#88635,,jashkenas,compose,docker/compose,DevOps,fix: update compose component #88635,merged,2022-01-30T05:40:50+00:00,2022-01-30T20:36:10.744313+00:00,14.92,57,7,2,2,0.123,Before
compose#82002,,fkling,compose,docker/compose,DevOps,fix: update compose component #82002,merged,2021-03-22T08:55:45+00:00,2021-03-23T20:09:18.218132+00:00,35.23,1254,390,4,3,0.311,Before
compose#98688,,addyosmani,compose,docker/compose,DevOps,fix: update compose component #98688,merged,2021-11-22T04:25:03+00:00,2021-11-24T05:14:52.808029+00:00,48.83,358,262,8,9,0.732,Before
compose#82909,,epoberezkin,compose,docker/compose,DevOps,fix: update compose component #82909,merged,2020-07-06T00:55:05+00:00,2020-07-07T08:16:54.638908+00:00,31.36,763,760,0,5,0.996,Before
compose#87208,,alexdotjs,compose,docker/compose,DevOps,fix: update compose component #87208,merged,2020-03-24T12:19:16+00:00,2020-03-24T12:49:16+00:00,0.5,369,284,4,5,0.77,Before
compose#11310,,MarkPieszak,compose,docker/compose,DevOps,fix: update compose component #11310,merged,2021-12-16T01:17:22+00:00,2021-12-17T02:38:22.151009+00:00,25.35,584,555,3,6,0.95,Before
compose#81989,,academind,compose,docker/compose,DevOps,fix: update compose component #81989,merged,2022-02-15T01:05:00+00:00,2022-02-16T05:40:45.840337+00:00,28.6,1080,324,2,5,0.3,Before
compose#54207,,benawad,compose,docker/compose,DevOps,fix: update compose component #54207,merged,2021-03-17T03:16:54+00:00,2021-03-18T16:28:16.708671+00:00,37.19,675,45,8,5,0.067,Before
compose#33477,,academind,compose,docker/compose,DevOps,fix: update compose component #33477,merged,2020-11-30T10:09:34+00:00,2020-12-01T09:48:36.200806+00:00,23.65,1561,1212,3,11,0.776,Before
compose#26733,,benawad,compose,docker/compose,DevOps,fix: update compose component #26733,merged,2021-08-27T21:02:59+00:00,2021-08-29T22:28:12.784028+00:00,49.42,1796,864,2,4,0.481,Before
compose#77712,,feross,compose,docker/compose,DevOps,fix: update compose component #77712,merged,2020-06-19T08:02:06+00:00,2020-06-20T15:38:10.654904+00:00,31.6,1237,281,7,12,0.227,Before
compose#48172,,mattpocock,compose,docker/compose,DevOps,fix: update compose component #48172,merged,2022-02-19T06:57:30+00:00,2022-02-20T04:54:33.827783+00:00,21.95,736,262,0,4,0.356,Before
compose#72105,,mattpocock,compose,docker/compose,DevOps,fix: update compose component #72105,merged,2020-07-08T04:36:05+00:00,2020-07-08T18:00:45.384420+00:00,13.41,1339,1301,8,7,0.972,Before
compose#41707,,ndom91,compose,docker/compose,DevOps,fix: update compose component #41707,merged,2021-07-14T03:55:23+00:00,2021-07-14T18:07:17.327783+00:00,14.2,1702,1222,1,11,0.718,Before
compose#39645,,pmndrs,compose,docker/compose,DevOps,fix: update compose component #39645,merged,2020-10-01T07:28:06+00:00,2020-10-02T03:35:46.937747+00:00,20.13,1251,844,4,9,0.675,Before
compose#46563,,traversymedia,compose,docker/compose,DevOps,fix: update compose component #46563,merged,2020-07-20T21:10:03+00:00,2020-07-21T18:09:17.995860+00:00,20.99,1511,1488,1,11,0.985,Before
compose#35510,,tj,compose,docker/compose,DevOps,fix: update compose component #35510,merged,2020-07-07T23:20:57+00:00,2020-07-09T05:07:16.440338+00:00,29.77,1287,1202,3,7,0.934,Before
compose#13643,,tj,compose,docker/compose,DevOps,fix: update compose component #13643,merged,2021-04-07T03:27:32+00:00,2021-04-08T01:50:36.692202+00:00,22.38,339,296,8,9,0.873,Before
compose#6684,,tj,compose,docker/compose,DevOps,fix: update compose component #6684,merged,2021-03-16T04:17:07+00:00,2021-03-17T22:24:44.040743+00:00,42.13,1777,635,4,8,0.357,Before
compose#78532,,epoberezkin,compose,docker/compose,DevOps,fix: update compose component #78532,merged,2020-01-03T23:57:36+00:00,2020-01-04T00:27:36+00:00,0.5,190,175,1,8,0.921,Before
compose#72569,,rauchg,compose,docker/compose,DevOps,fix: update compose component #72569,merged,2020-08-10T09:40:23+00:00,2020-08-11T00:53:23.250958+00:00,15.22,732,524,8,5,0.716,Before
compose#84771,,meijer-dries,compose,docker/compose,DevOps,fix: update compose component #84771,merged,2021-02-11T13:57:31+00:00,2021-02-13T01:19:59.267954+00:00,35.37,915,120,0,5,0.131,Before
compose#12995,,sindresorhus,compose,docker/compose,DevOps,fix: update compose component #12995,merged,2021-07-14T22:19:42+00:00,2021-07-15T21:58:32.508997+00:00,23.65,677,626,8,10,0.925,Before
compose#41082,,tannerlinsley,compose,docker/compose,DevOps,fix: update compose component #41082,merged,2022-05-28T08:17:51+00:00,2022-05-29T06:31:06.213926+00:00,22.22,1312,977,7,6,0.745,Before
compose#98475,,fkling,compose,docker/compose,DevOps,fix: update compose component #98475,merged,2021-10-20T05:16:42+00:00,2021-10-21T15:14:11.260310+00:00,33.96,1546,1486,6,6,0.961,Before
compose#4093,,tannerlinsley,compose,docker/compose,DevOps,fix: update compose component #4093,merged,2020-07-11T20:09:41+00:00,2020-07-13T06:02:29.421122+00:00,33.88,1600,961,7,1,0.601,Before
compose#17138,,kentcdodds,compose,docker/compose,DevOps,fix: update compose component #17138,merged,2020-09-11T19:44:52+00:00,2020-09-12T15:53:42.500245+00:00,20.15,404,232,5,1,0.574,Before
compose#1968,,fkling,compose,docker/compose,DevOps,fix: update compose component #1968,merged,2021-08-08T07:38:21+00:00,2021-08-09T13:39:19.078276+00:00,30.02,1510,281,5,9,0.186,Before
compose#81887,,trpc,compose,docker/compose,DevOps,fix: update compose component #81887,merged,2020-07-05T03:17:26+00:00,2020-07-05T22:33:35.201580+00:00,19.27,1608,492,5,2,0.306,Before
compose#35686,,dhh,compose,docker/compose,DevOps,fix: update compose component #35686,merged,2021-11-02T22:38:56+00:00,2021-11-03T12:08:09.272377+00:00,13.49,776,153,5,6,0.197,Before
compose#23774,,fkling,compose,docker/compose,DevOps,fix: update compose component #23774,merged,2022-02-25T16:53:01+00:00,2022-02-26T04:37:51.400607+00:00,11.75,1169,954,5,10,0.816,Before
compose#68217,,ndom91,compose,docker/compose,DevOps,fix: update compose component #68217,merged,2020-04-08T11:37:08+00:00,2020-04-09T20:08:30.531469+00:00,32.52,1375,1279,5,6,0.93,Before
compose#79678,,addyosmani,compose,docker/compose,DevOps,fix: update compose component #79678,merged,2020-08-31T04:59:47+00:00,2020-08-31T15:25:21.635310+00:00,10.43,1748,347,7,8,0.199,Before
compose#38155,,timdeschryver,compose,docker/compose,DevOps,fix: update compose component #38155,merged,2020-02-21T16:50:56+00:00,2020-02-23T05:01:56.806557+00:00,36.18,1634,1129,8,6,0.691,Before
compose#18832,,kentcdodds,compose,docker/compose,DevOps,fix: update compose component #18832,merged,2021-05-03T07:40:08+00:00,2021-05-05T05:39:19.550081+00:00,45.99,1734,583,0,6,0.336,Before
compose#24303,,fireship,compose,docker/compose,DevOps,fix: update compose component #24303,merged,2021-04-02T09:07:39+00:00,2021-04-03T10:55:19.095933+00:00,25.79,1863,926,1,3,0.497,Before
compose#53708,,trpc,compose,docker/compose,DevOps,fix: update compose component #53708,merged,2022-02-21T21:18:28+00:00,2022-02-22T08:55:28.073620+00:00,11.62,1355,1153,3,4,0.851,Before
compose#83821,,colinhacks,compose,docker/compose,DevOps,fix: update compose component #83821,merged,2021-07-22T15:48:01+00:00,2021-07-23T10:15:14.229628+00:00,18.45,943,29,3,3,0.031,Before
compose#83105,,antirez,compose,docker/compose,DevOps,fix: update compose component #83105,merged,2020-11-16T03:58:25+00:00,2020-11-16T12:53:45.595933+00:00,8.92,114,0,7,2,0.0,Before
compose#57383,,nicolo-ribaudo,compose,docker/compose,DevOps,fix: update compose component #57383,merged,2021-07-03T16:24:47+00:00,2021-07-05T09:15:20.653593+00:00,40.84,1708,976,2,10,0.571,Before
compose#52509,,mattpocock,compose,docker/compose,DevOps,fix: update compose component #52509,merged,2023-04-07T15:26:09+00:00,2023-04-08T08:40:40.589470+00:00,17.24,1339,244,2,2,0.182,After
compose#36382,,theprimeagen,compose,docker/compose,DevOps,fix: update compose component #36382,merged,2023-03-18T05:57:09+00:00,2023-03-18T18:43:00.084850+00:00,12.76,1725,968,6,4,0.561,After
compose#7672,,broofa,compose,docker/compose,DevOps,fix: update compose component #7672,merged,2023-07-11T21:26:10+00:00,2023-07-11T22:54:51.941561+00:00,1.48,588,503,0,4,0.855,After
compose#88533,,matz,compose,docker/compose,DevOps,fix: update compose component #88533,merged,2023-05-08T10:08:16+00:00,2023-05-08T10:38:16+00:00,0.5,1067,875,2,7,0.82,After
compose#16278,,alexdotjs,compose,docker/compose,DevOps,fix: update compose component #16278,merged,2023-10-20T14:02:48+00:00,2023-10-22T07:47:32.752795+00:00,41.75,1057,931,5,9,0.881,After
compose#9749,,benawad,compose,docker/compose,DevOps,fix: update compose component #9749,merged,2023-01-07T06:34:03+00:00,2023-01-08T04:54:53.141627+00:00,22.35,473,391,8,7,0.827,After
compose#24919,,sindresorhus,compose,docker/compose,DevOps,fix: update compose component #24919,merged,2023-03-05T20:56:14+00:00,2023-03-06T15:24:11.079339+00:00,18.47,1128,667,8,9,0.591,After
compose#61573,,nicolo,compose,docker/compose,DevOps,fix: update compose component #61573,merged,2023-10-30T02:22:21+00:00,2023-10-30T02:52:21+00:00,0.5,923,160,6,1,0.173,After
compose#12780,,torvalds,compose,docker/compose,DevOps,fix: update compose component #12780,merged,2022-06-29T02:43:11+00:00,2022-06-30T03:07:03.152871+00:00,24.4,513,301,5,9,0.587,After
compose#49892,,jashkenas,compose,docker/compose,DevOps,fix: update compose component #49892,merged,2023-08-27T15:19:59+00:00,2023-08-28T19:21:15.811496+00:00,28.02,67,30,7,2,0.448,After
compose#89018,,fireship,compose,docker/compose,DevOps,fix: update compose component #89018,merged,2023-09-21T09:21:33+00:00,2023-09-22T20:31:38.843098+00:00,35.17,1214,551,7,5,0.454,After
compose#63487,,matz,compose,docker/compose,DevOps,fix: update compose component #63487,merged,2023-03-11T01:44:24+00:00,2023-03-13T09:40:34.315232+00:00,55.94,51,38,6,5,0.745,After
compose#91722,,diegohaz,compose,docker/compose,DevOps,fix: update compose component #91722,merged,2023-11-16T09:36:26+00:00,2023-11-17T09:01:32.688800+00:00,23.42,538,51,1,11,0.095,After
compose#14943,,yyx990803,compose,docker/compose,DevOps,fix: update compose component #14943,merged,2022-11-02T20:42:23+00:00,2022-11-03T12:26:30.737710+00:00,15.74,599,428,5,6,0.715,After
compose#35107,,gvanrossum,compose,docker/compose,DevOps,fix: update compose component #35107,merged,2023-10-20T04:31:47+00:00,2023-10-20T15:23:05.122595+00:00,10.86,694,186,2,8,0.268,After
compose#48435,,theprimeagen,compose,docker/compose,DevOps,fix: update compose component #48435,merged,2023-08-30T01:46:45+00:00,2023-08-31T05:47:18.576663+00:00,28.01,120,14,1,2,0.117,After
compose#68364,,fkling,compose,docker/compose,DevOps,fix: update compose component #68364,merged,2022-12-15T22:46:56+00:00,2022-12-15T23:16:56+00:00,0.5,1903,61,5,4,0.032,After
compose#84301,,tj,compose,docker/compose,DevOps,fix: update compose component #84301,merged,2022-09-15T09:48:29+00:00,2022-09-16T19:07:38.557225+00:00,33.32,1280,662,5,3,0.517,After
compose#27883,,jonathantneal,compose,docker/compose,DevOps,fix: update compose component #27883,merged,2022-10-13T02:06:26+00:00,2022-10-14T04:50:52.528495+00:00,26.74,1822,1547,5,1,0.849,After
compose#10825,,MarkPieszak,compose,docker/compose,DevOps,fix: update compose component #10825,merged,2023-08-22T14:15:53+00:00,2023-08-23T07:08:13.557608+00:00,16.87,1643,983,7,7,0.598,After
compose#2586,,theprimeagen,compose,docker/compose,DevOps,fix: update compose component #2586,merged,2023-04-14T14:13:12+00:00,2023-04-15T08:52:20.692871+00:00,18.65,1664,957,0,7,0.575,After
compose#94262,,mattpocock,compose,docker/compose,DevOps,fix: update compose component #94262,merged,2022-06-28T17:45:50+00:00,2022-06-28T18:15:50+00:00,0.5,1478,122,4,1,0.083,After
compose#71830,,fkling,compose,docker/compose,DevOps,fix: update compose component #71830,merged,2023-03-23T13:59:33+00:00,2023-03-25T00:05:25.881105+00:00,34.1,205,22,2,9,0.107,After
compose#39524,,nicolo,compose,docker/compose,DevOps,fix: update compose component #39524,merged,2023-01-20T23:36:24+00:00,2023-01-22T17:03:25.320545+00:00,41.45,209,168,0,8,0.804,After
compose#27495,,ndom91,compose,docker/compose,DevOps,fix: update compose component #27495,merged,2023-10-15T19:13:01+00:00,2023-10-16T18:12:01.983591+00:00,22.98,51,17,3,6,0.333,After
compose#57786,,yyx990803,compose,docker/compose,DevOps,fix: update compose component #57786,merged,2022-12-12T20:33:58+00:00,2022-12-13T23:52:47.068076+00:00,27.31,309,148,5,11,0.479,After
compose#39050,,jashkenas,compose,docker/compose,DevOps,fix: update compose component #39050,merged,2023-03-26T07:18:30+00:00,2023-03-27T08:42:38.632605+00:00,25.4,330,79,1,4,0.239,After
compose#19131,,mattpocock,compose,docker/compose,DevOps,fix: update compose component #19131,merged,2023-01-09T08:15:12+00:00,2023-01-11T05:32:06.518884+00:00,45.28,1696,212,8,10,0.125,After
compose#51419,,nicolo-,compose,docker/compose,DevOps,fix: update compose component #51419,merged,2022-10-02T11:51:36+00:00,2022-10-03T21:32:12.136318+00:00,33.68,1798,1683,8,12,0.936,After
compose#71358,,MarkPieszak,compose,docker/compose,DevOps,fix: update compose component #71358,merged,2022-12-08T05:09:00+00:00,2022-12-08T15:47:13.301450+00:00,10.64,976,245,6,9,0.251,After
compose#4525,,mattpocock,compose,docker/compose,DevOps,fix: update compose component #4525,merged,2023-08-19T05:25:26+00:00,2023-08-20T18:59:20.701911+00:00,37.57,673,417,4,6,0.62,After
compose#80575,,MarkPieszak,compose,docker/compose,DevOps,fix: update compose component #80575,merged,2023-05-02T02:04:44+00:00,2023-05-02T02:34:44+00:00,0.5,909,52,1,10,0.057,After
compose#88279,,academind,compose,docker/compose,DevOps,fix: update compose component #88279,merged,2023-04-08T02:51:30+00:00,2023-04-08T21:01:42.500946+00:00,18.17,1016,581,6,6,0.572,After
compose#98963,,jonathantneal,compose,docker/compose,DevOps,fix: update compose component #98963,merged,2023-09-03T00:00:19+00:00,2023-09-05T00:54:45.585390+00:00,48.91,509,304,4,11,0.597,After
compose#1648,,alexdotjs,compose,docker/compose,DevOps,fix: update compose component #1648,merged,2023-10-06T03:38:48+00:00,2023-10-07T21:42:26.107576+00:00,42.06,532,222,8,5,0.417,After
compose#79130,,matz,compose,docker/compose,DevOps,fix: update compose component #79130,merged,2023-03-03T10:46:05+00:00,2023-03-03T11:16:05+00:00,0.5,547,256,2,4,0.468,After
compose#63166,,tj,compose,docker/compose,DevOps,fix: update compose component #63166,merged,2022-08-05T07:44:57+00:00,2022-08-06T11:10:47.971764+00:00,27.43,993,836,4,11,0.842,After
compose#73896,,colinhacks,compose,docker/compose,DevOps,fix: update compose component #73896,merged,2023-04-16T22:45:43+00:00,2023-04-18T08:55:31.270167+00:00,34.16,74,19,0,2,0.257,After
compose#59271,,mattpocock,compose,docker/compose,DevOps,fix: update compose component #59271,merged,2022-08-19T05:31:10+00:00,2022-08-19T06:01:10+00:00,0.5,1049,511,1,1,0.487,After
compose#13753,,fkling,compose,docker/compose,DevOps,fix: update compose component #13753,merged,2023-07-22T15:49:43+00:00,2023-07-24T14:47:43.017675+00:00,46.97,1129,1105,7,9,0.979,After
compose#6760,,feross,compose,docker/compose,DevOps,fix: update compose component #6760,merged,2022-08-02T17:44:13+00:00,2022-08-04T02:59:29.209865+00:00,33.25,240,28,7,1,0.117,After
compose#34458,,pmndrs,compose,docker/compose,DevOps,fix: update compose component #34458,merged,2023-07-21T01:48:30+00:00,2023-07-21T15:34:33.800904+00:00,13.77,1439,518,3,11,0.36,After
compose#62593,,rauchg,compose,docker/compose,DevOps,fix: update compose component #62593,merged,2022-10-03T04:38:03+00:00,2022-10-03T15:30:28.939748+00:00,10.87,724,415,1,12,0.573,After
compose#1992,,fireship,compose,docker/compose,DevOps,fix: update compose component #1992,merged,2022-08-09T22:38:20+00:00,2022-08-09T23:08:20+00:00,0.5,165,22,4,6,0.133,After
compose#53692,,timdeschryver,compose,docker/compose,DevOps,fix: update compose component #53692,merged,2023-12-06T00:57:38+00:00,2023-12-06T11:30:37.002607+00:00,10.55,1400,270,8,11,0.193,After
compose#57838,,sindresorhus,compose,docker/compose,DevOps,fix: update compose component #57838,merged,2022-10-02T02:47:52+00:00,2022-10-03T10:20:46.835215+00:00,31.55,191,76,0,1,0.398,After
compose#72062,,ndom91,compose,docker/compose,DevOps,fix: update compose component #72062,merged,2022-06-26T08:14:48+00:00,2022-06-27T09:45:25.345206+00:00,25.51,1101,1049,7,11,0.953,After
compose#61011,,trpc,compose,docker/compose,DevOps,fix: update compose component #61011,merged,2023-05-14T06:36:45+00:00,2023-05-14T19:14:27.073074+00:00,12.63,641,245,2,3,0.382,After
compose#43720,,colinhacks,compose,docker/compose,DevOps,fix: update compose component #43720,merged,2022-11-06T20:10:44+00:00,2022-11-08T15:40:47.792205+00:00,43.5,1048,755,3,2,0.72,After
compose#95664,,dhh,compose,docker/compose,DevOps,fix: update compose component #95664,merged,2023-01-23T15:49:22+00:00,2023-01-23T23:44:51.035958+00:00,7.92,1108,147,7,4,0.133,After
compose#94255,,antirez,compose,docker/compose,DevOps,fix: update compose component #94255,merged,2022-10-10T04:01:12+00:00,2022-10-10T18:54:43.687998+00:00,14.89,959,426,0,4,0.444,After
compose#2225,,kentcdodds,compose,docker/compose,DevOps,fix: update compose component #2225,merged,2023-06-03T14:46:29+00:00,2023-06-05T01:34:05.720617+00:00,34.79,191,24,5,12,0.126,After
compose#87416,,pmndrs,compose,docker/compose,DevOps,fix: update compose component #87416,merged,2022-11-18T01:28:43+00:00,2022-11-18T17:25:28.101050+00:00,15.95,1612,931,3,4,0.578,After
compose#88450,,antirez,compose,docker/compose,DevOps,fix: update compose component #88450,merged,2023-03-04T11:20:21+00:00,2023-03-05T18:36:54.957478+00:00,31.28,1432,710,4,10,0.496,After
compose#3621,,ardeois,compose,docker/compose,DevOps,fix: update compose component #3621,merged,2023-01-19T21:15:33+00:00,2023-01-20T12:44:30.742725+00:00,15.48,90,85,4,7,0.944,After
compose#69384,,benawad,compose,docker/compose,DevOps,fix: update compose component #69384,merged,2023-06-23T09:00:45+00:00,2023-06-24T17:23:35.012047+00:00,32.38,1592,1275,1,2,0.801,After
compose#19933,,yyx990803,compose,docker/compose,DevOps,fix: update compose component #19933,merged,2023-08-02T14:42:49+00:00,2023-08-04T00:38:28.636127+00:00,33.93,1993,1033,0,8,0.518,After
compose#88309,,fireship,compose,docker/compose,DevOps,fix: update compose component #88309,merged,2023-04-10T10:21:17+00:00,2023-04-11T20:57:08.657986+00:00,34.6,75,41,5,6,0.547,After
compose#91032,,alexdotjs,compose,docker/compose,DevOps,fix: update compose component #91032,merged,2023-08-10T20:34:00+00:00,2023-08-10T21:48:37.597473+00:00,1.24,1358,1297,0,5,0.955,After
compose#54253,,academind,compose,docker/compose,DevOps,fix: update compose component #54253,merged,2022-10-10T22:09:51+00:00,2022-10-11T03:35:38.504427+00:00,5.43,1871,959,6,8,0.513,After
terraform#36549,,academind,terraform,hashicorp/terraform,DevOps,fix: update terraform component #36549,merged,2021-01-22T16:50:31+00:00,2021-01-25T19:55:55.290994+00:00,75.09,278,191,6,7,0.687,Before
terraform#24070,,theprimeagen,terraform,hashicorp/terraform,DevOps,fix: update terraform component #24070,merged,2020-02-16T18:20:34+00:00,2020-02-20T14:29:04.751815+00:00,92.14,1617,15,7,4,0.009,Before
