prompt_id,user_id,timestamp,department,model_name,prompt_text,token_count,cost_usd,risk_flag,risk_score,risk_level
LOG787B10CF1C64,USR057732A51A1A,2023-03-18T05:56:30,Data Science,gpt-4.1-mini,Design a REST API for a social media platform,726.0,0.002904,0,10.9,Low
LOG717C0375C836,USR057732A51A1A,2024-01-03T11:04:26,Data Science,claude-sonnet-4,Optimise this pandas DataFrame merge operation,3931.0,0.058965,0,13.0,Low
LOGB7E58592786C,USR8963F2E9CEC6,2023-04-12T18:18:09,DevOps,claude-sonnet-4,Debug this React component re-rendering issue,1526.0,0.02289,0,7.6,Low
LOG3ADC6F88C37A,USRB55181A56CF0,2023-09-09T05:46:30,Mobile,github-copilot,Implement a binary search tree in Python,1998.0,0.01998,0,2.4,Low
LOG50588AD48223,USRB8AA4349D8AB,2023-09-09T21:29:18,Engineering,gpt-4.1,Write a Terraform module for AWS ECS,447.0,0.00894,0,1.1,Low
LOG73C8DB2D5AAB,USREEFB49F29675,2024-04-23T13:34:09,Engineering,claude-sonnet-4,Optimise this database query for performance,2911.0,0.043665,0,1.3,Low
LOG937F0C7BA3BD,USR6D60B80D261E,2023-01-02T10:54:49,Data Science,gpt-4.1-mini,Implement a binary search tree in Python,8360.0,0.03344,0,0.6,Low
LOG323F9843B51E,USR057732A51A1A,2024-05-13T08:11:01,Data Science,gpt-4.1,Implement a binary search tree in Python,1601.0,0.03202,0,12.1,Low
LOG78138B5252A6,USR1DB93F07AF50,2024-05-15T01:29:36,Data Science,gpt-4.1,Optimise this database query for performance,5836.0,0.11672,0,9.1,Low
LOG28360C78B32E,USRDC516F8DB2A1,2023-03-27T21:18:39,Frontend,github-copilot,Generate a monthly report for the board,1263.0,0.01263,0,7.7,Low
LOG98D87B526FC8,USRD40A133454C7,2023-08-10T02:39:18,Mobile,github-copilot,Fix this memory leak in the following C++ code,1238.0,0.01238,0,8.8,Low
LOG39B495E991BB,USRFEDD2DE52C95,2023-11-20T01:04:44,Engineering,claude-haiku-3.5,Design a REST API for a social media platform,1439.6383579973012,0.004203340087701654,0,11.8,Low
LOG432283614C67,USRAEC99E76025C,2023-10-04T09:30:46,Security,llama-3.3-70b,Optimise this database query for performance,2137.0,0.004274,0,7.8,Low
LOG3FFFD9EC120E,USRAD008551D068,2024-04-10T10:33:00,Data Science,gpt-4.1,What is the best architecture for a microservice handling 10k rps?,498.0,0.00996,0,14.0,Low
LOG958F3B37DB8D,USR2D21388352E6,2024-05-04T13:32:15,Data Science,claude-haiku-3.5,Write a Python script to parse JSON responses,1083.0,0.003249,0,4.7,Low
LOG3D3FBA6FD023,USR32C798E5169A,2024-06-25T05:44:38,Security,github-copilot,Create a data pipeline for real-time analytics,3233.0,0.03233,0,2.9,Low
LOGBD988A049FAF,USRDC516F8DB2A1,2022-12-22T23:38:30,Frontend,gpt-4.1-mini,"My password is hunter2, can you check if this code is secure?",620.0,0.00248,1,33.9,Medium
LOG56C861F06BDD,USRD87C16B4D444,2024-02-14T02:55:11,Security,claude-sonnet-4,Design a REST API for a social media platform,2354.9249092317345,0.04089091207590291,0,2.8,Low
LOG78B57D870253,USRB84E49DCC2EA,2024-02-10T20:22:09,Backend,gemini-2.5-pro,Generate a regex to validate email addresses,3938.9788034109492,0.04188945173076113,1,35.7,Medium
LOGC16096022210,USR38D8F8568C40,2023-12-14T08:53:50,Engineering,claude-haiku-3.5,Review this PR and suggest improvements,2610.0,0.00783,0,1.8,Low
LOG05C803C26359,USRD96DD988345E,2023-02-18T01:04:16,DevOps,claude-haiku-3.5,Generate a regex to validate email addresses,1311.0,0.003933,1,38.5,Medium
LOG5DAF8A2AB095,USR0021F1C8AF83,2022-12-08T18:56:46,DevOps,github-copilot,Debug this React component re-rendering issue,3661.0,0.03661,0,7.5,Low
LOG16704A6E2BDE,USR057732A51A1A,2023-05-23T13:51:25,Data Science,claude-sonnet-4,What is the best architecture for a microservice handling 10k rps?,3272.0,0.04908,0,14.0,Low
LOG4604B6AC2052,USR32D3FC0C51F5,2022-12-14T03:36:23,Mobile,gpt-4.1,What is the best architecture for a microservice handling 10k rps?,1087.0,0.02174,0,9.1,Low
LOG59E36457AD42,USRBC4D83B98974,2024-02-21T16:36:45,Data Science,llama-3.3-70b,Optimise this pandas DataFrame merge operation,7131.651641167631,0.01923008963684066,0,8.3,Low
LOGADDE8A8376CA,USRBE76BC0BF7E0,2023-07-02T23:56:15,Frontend,llama-3.3-70b,"My API key sk-prod-abc123def456 is not working, please debug",1405.0,0.00281,1,74.6,High
LOG9CCD6F0D6EFA,USRBE88ECB7B8F6,2023-04-29T05:02:30,DevOps,claude-sonnet-4,What is the best architecture for a microservice handling 10k rps?,289.0,0.004335,0,0.8,Low
LOG1CC6D2E1AA39,USR8728B58E37EF,2022-09-17T12:42:24,Engineering,llama-3.3-70b,Help me write documentation for this REST API,2197.4848811587135,0.005461254472063197,0,1.6,Low
LOG7074FAF00245,USR0021F1C8AF83,2022-07-13T07:59:37,DevOps,gpt-4.1-mini,Write a Terraform module for AWS ECS,901.0,0.003604,0,12.0,Low
LOG820FD952D823,USRDE02917CBB9C,2023-07-21T17:16:23,Mobile,github-copilot,What is the best architecture for a microservice handling 10k rps?,286.0,0.00286,0,1.6,Low
LOG6DCDB4CA0F87,USRBACCF09F2FDC,2022-11-07T03:28:39,Security,gpt-4.1-mini,Draft an email to the client about project delay,1925.0,0.0077,1,44.2,Medium
LOG292628B06181,USRDE02917CBB9C,2022-08-26T13:14:37,Mobile,github-copilot,Create a data pipeline for real-time analytics,967.0,0.00967,0,0.9,Low
LOGACDEE2324379,USR1DB93F07AF50,2023-04-30T20:06:07,Data Science,llama-3.3-70b,Explain how Kubernetes pod scheduling works,1293.0,0.002586,0,4.2,Low
LOG2A41181CD8F5,USR3A29E9F5BB61,2024-01-05T21:11:55,DevOps,gpt-4.1,Help me write documentation for this REST API,3181.0,0.06362,0,9.1,Low
LOG93F1E6279E37,USRBACCF09F2FDC,2023-02-02T00:02:51,Security,llama-3.3-70b,Process card 4111-1111-1111-1111 for customer John Smith,1409.0,0.002818,1,63.2,High
LOG5B4A4E66F5EB,USRD6B1A1005545,2023-03-25T16:42:28,Security,gpt-4.1-mini,Debug this React component re-rendering issue,1020.0,0.00408,0,14.5,Low
LOG70C0669626CC,USR3BC0CF8694B8,2022-08-10T19:40:35,Mobile,claude-haiku-3.5,Write unit tests for this function: {code},4691.0,0.014073,0,14.3,Low
LOG28A71E73FB56,USR14AE0E036EEE,2022-09-05T18:01:40,Engineering,gemini-2.5-pro,What is the best architecture for a microservice handling 10k rps?,6757.0,0.054056,0,12.1,Low
LOG71F6711492D9,USR28B2ACCDCE19,2022-11-19T03:27:55,Mobile,gpt-4.1,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,1098.0,0.02196,1,75.3,Critical
LOG4C17C3C75A45,USR6B723996EA89,2023-05-05T00:35:26,Backend,gpt-4.1-mini,Write a Python script to parse JSON responses,6365.0,0.02546,0,10.1,Low
LOG2AA347D47EF3,USRF44FF1B99C70,2022-11-13T17:50:13,Frontend,github-copilot,Write unit tests for this ML model evaluation pipeline,7010.0,0.0701,0,5.8,Low
LOG29CF9C989050,USR08AA017C8B73,2023-05-11T23:14:25,Data Science,gpt-4.1-mini,Help me debug this error: AttributeError in line 42,2611.0,0.010444,0,6.1,Low
LOG47AB963BDF16,USR811A4447AB71,2023-09-21T17:25:02,Backend,gpt-4.1-mini,Help me refactor this legacy Java code to use streams,983.0,0.003932,0,5.8,Low
LOGBA98CE588EBB,USRD40A133454C7,2022-11-07T07:52:38,Mobile,claude-sonnet-4,Optimise this database query for performance,3720.0,0.0558,0,11.5,Low
LOGDAFD390DC999,USR3D42EBB0CF92,2023-02-21T20:43:28,DevOps,claude-sonnet-4,Debug this React component re-rendering issue,247.0,0.003705,0,13.1,Low
LOG11FA32FEFD0F,USR32C798E5169A,2024-03-13T01:32:01,Security,gpt-4.1-mini,Write acceptance criteria for this user story,823.0,0.003292,0,9.2,Low
LOGA92756C323C8,USR811A4447AB71,2023-11-13T17:14:00,Backend,claude-haiku-3.5,Process card 4111-1111-1111-1111 for customer John Smith,863.0,0.002589,1,55.9,High
LOGD4CAAE1DF8AE,USRE0423F2D1C9A,2022-12-11T05:19:40,Security,gpt-4.1-mini,The SSN 123-45-6789 belongs to employee ID EMP001,1747.0,0.006988,1,53.9,High
LOGA8168E1E2014,USRE051F65780E3,2023-11-16T05:08:29,Backend,gpt-4.1,Write a Python script to parse JSON responses,4402.494101688999,0.11168741411222913,0,5.7,Low
LOGEDE7AA0388BE,USRBE88ECB7B8F6,2023-12-06T20:34:55,DevOps,gpt-4.1,Fix this memory leak in the following C++ code,1161.0,0.02322,0,1.0,Low
LOG6527FCD60945,USRF6D19A488EE9,2023-05-12T21:30:26,DevOps,claude-sonnet-4,Process card 4111-1111-1111-1111 for customer John Smith,1536.0,0.02304,1,52.2,High
LOG6F79A06B3474,USR65891F723BA2,2022-12-27T00:47:27,Mobile,gpt-4.1-mini,What is the best architecture for a microservice handling 10k rps?,3047.0,0.012188,0,5.2,Low
LOGCD69DCF93A9B,USR9F8EAC45CEAF,2022-10-09T21:50:39,Frontend,github-copilot,What is the best architecture for a microservice handling 10k rps?,1425.0,0.01425,0,7.2,Low
LOGE55A3875D465,USRF5B9CFFCC803,2023-07-18T09:22:29,Backend,github-copilot,Implement a binary search tree in Python,1504.0,0.01504,0,7.8,Low
LOG9733A40A6CB4,USR495C09F2AC5F,2023-11-23T01:34:11,Frontend,github-copilot,The SSN 123-45-6789 belongs to employee ID EMP001,2073.545389599434,0.03797214537118746,1,58.2,High
LOG4AEEB19A054A,USRC019B09E628A,2022-12-16T04:15:13,Backend,gpt-4.1-mini,Help me debug this error: AttributeError in line 42,285.0,0.00114,0,7.9,Low
LOGEC26A88DE42F,USRB758965695CA,2023-01-03T07:52:01,Data Science,gpt-4.1-mini,Explain this SQL query: SELECT * FROM orders WHERE status='pending',3123.0,0.012492,0,12.9,Low
LOG51A9FABBBACB,USR0021F1C8AF83,2022-07-22T20:50:56,DevOps,gpt-4.1,Translate this function to TypeScript,1773.0,0.03546,0,2.5,Low
LOG27BCBC4E6480,USR08AA017C8B73,2023-10-22T11:02:12,Data Science,github-copilot,Help me write documentation for this REST API,3060.0,0.0306,0,0.8,Low
LOG4DEF6097E458,USR4B6214C8B97B,2023-04-25T18:12:46,Engineering,gpt-4.1-mini,Optimise this database query for performance,6499.0,0.025996,0,7.1,Low
LOGC7553C718D5D,USRE1F7DE232772,2023-09-12T01:55:05,Backend,gpt-4.1,Debug this React component re-rendering issue,2111.0,0.04222,0,14.4,Low
LOGFFCB29EFCBF3,USRE051F65780E3,2022-09-05T10:05:11,Backend,gpt-4.1-mini,Write a Terraform module for AWS ECS,2529.506222083567,0.016878987296296936,0,1.5,Low
LOG4007B1F482C6,USR6D60B80D261E,2022-10-17T23:23:05,Data Science,claude-sonnet-4,Write a Terraform module for AWS ECS,2825.0,0.042375,0,5.5,Low
LOG0FDD0F8C9BD1,USRE94D4D54F556,2022-06-07T19:02:47,Mobile,claude-sonnet-4,Review this PR and suggest improvements,1454.0,0.02181,0,3.7,Low
LOGEB76D26D9D4D,USR32C798E5169A,2024-02-22T17:07:06,Security,github-copilot,Write a Terraform module for AWS ECS,1064.0,0.01064,0,4.1,Low
LOGA6E36543E04D,USRF6D19A488EE9,2022-09-13T19:38:01,DevOps,claude-sonnet-4,Help me refactor this legacy Java code to use streams,1682.0,0.02523,0,0.9,Low
LOG515FF71CD89F,USRE1F7DE232772,2022-12-05T21:49:09,Backend,gpt-4.1-mini,Explain this SQL query: SELECT * FROM orders WHERE status='pending',7432.0,0.029728,0,12.7,Low
LOGA87CABD24505,USR5BD8B387372A,2023-05-26T03:51:28,Backend,github-copilot,Create a data pipeline for real-time analytics,595.0,0.00595,0,11.7,Low
LOGCBDAD05ADB40,USRCE7A3D5555BF,2024-01-08T01:09:11,Engineering,claude-sonnet-4,Fix this memory leak in the following C++ code,3854.5987348614312,0.05467180812581931,0,1.6,Low
LOG4B102215295E,USRDE02917CBB9C,2023-06-16T13:27:05,Mobile,gpt-4.1-mini,The SSN 123-45-6789 belongs to employee ID EMP001,1825.0,0.0073,1,54.3,High
LOGB04C40305BFE,USR3D42EBB0CF92,2023-04-10T17:12:46,DevOps,gemini-2.5-pro,Optimise this database query for performance,1369.0,0.010952,0,8.1,Low
LOG28C8EAE1BA63,USR6A73A858FF5E,2023-03-02T21:50:08,Frontend,claude-sonnet-4,Implement a binary search tree in Python,100.0,0.0015,0,14.1,Low
LOG2F5C3D49E46A,USR5BD8B387372A,2024-01-05T19:25:20,Backend,claude-haiku-3.5,Optimise this pandas DataFrame merge operation,533.0,0.001599,0,11.2,Low
LOG9EB243E95F63,USRBE76BC0BF7E0,2022-07-28T00:35:36,Frontend,claude-sonnet-4,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,1176.0,0.01764,1,77.8,Critical
LOGE93129551F58,USRD87C16B4D444,2023-03-20T00:06:29,Security,llama-3.3-70b,Optimise this pandas DataFrame merge operation,1066.2865477286052,0.0028365716929328747,0,4.5,Low
LOG37F0BA73519B,USRBF5764BB1619,2024-01-04T19:29:28,Engineering,claude-sonnet-4,"My password is hunter2, can you check if this code is secure?",5353.113999557325,0.07034506082590339,1,38.6,Medium
LOG5942FF34164F,USR1227EBCB774A,2024-01-03T22:34:19,Frontend,claude-sonnet-4,Create a data pipeline for real-time analytics,666.0,0.00999,0,11.9,Low
LOG2EA72E2716CC,USR7E7A9B844F98,2022-09-19T12:57:00,Engineering,claude-haiku-3.5,Translate this function to TypeScript,2119.0,0.006357,0,5.9,Low
LOG939569A7E426,USRF6D19A488EE9,2023-06-14T02:09:33,DevOps,github-copilot,Help me refactor this legacy Java code to use streams,6211.0,0.06211,0,6.6,Low
LOGD186F7DB260E,USREAF9015B5225,2024-06-15T08:34:58,DevOps,claude-sonnet-4,"My API key sk-prod-abc123def456 is not working, please debug",1196.0,0.01794,1,50.6,High
LOGB253AEA9884E,USR91BFEDF09760,2024-05-17T17:14:44,Security,gpt-4.1,Explain this SQL query: SELECT * FROM orders WHERE status='pending',698.0,0.01396,0,13.5,Low
LOG5FCB32171E3F,USR28B2ACCDCE19,2024-05-07T08:17:46,Mobile,gpt-4.1,Summarise the following document: {doc},2271.0,0.04542,0,5.3,Low
LOGAD5D2588BD62,USR98EA4FEF5EF4,2023-09-08T15:56:09,Backend,github-copilot,Write unit tests for this ML model evaluation pipeline,899.0,0.00899,0,6.5,Low
LOG8C96830E5099,USRD96DD988345E,2022-07-02T11:25:47,DevOps,gpt-4.1,Write acceptance criteria for this user story,1779.0,0.03558,0,8.3,Low
LOG7FE726F51350,USRE6A812CC68F3,2022-10-07T21:26:47,Mobile,gpt-4.1-mini,"My password is hunter2, can you check if this code is secure?",1185.0,0.00474,1,36.7,Medium
LOGCC3F0C0795EA,USR67037F25A82D,2023-08-11T04:47:54,Data Science,llama-3.3-70b,Explain this SQL query: SELECT * FROM orders WHERE status='pending',616.0,0.001232,0,11.2,Low
LOG2E89AA437AFB,USRBACCF09F2FDC,2023-07-10T17:50:27,Security,gpt-4.1-mini,Write acceptance criteria for this user story,497.0,0.001988,0,3.3,Low
LOG802063A0D084,USRCD4682A1E54D,2023-02-09T15:14:01,Mobile,gpt-4.1-mini,The SSN 123-45-6789 belongs to employee ID EMP001,1264.0,0.005056,1,59.4,High
LOGF479980E2FA7,USR2D21388352E6,2022-09-04T18:26:14,Data Science,claude-sonnet-4,Debug this React component re-rendering issue,684.0,0.01026,0,7.8,Low
LOG69B48FB3FEA7,USR811A4447AB71,2023-08-14T21:32:23,Backend,gemini-2.5-pro,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,449.0,0.003592,1,94.6,Critical
LOG9C54D2E9A5A8,USR4A554965767D,2023-03-21T13:01:56,Data Science,gpt-4.1-mini,Explain this SQL query: SELECT * FROM orders WHERE status='pending',224.0,0.000896,0,14.0,Low
LOGB7BE48EEA97D,USR264F95D783D2,2024-01-13T22:44:13,Backend,gemini-2.5-pro,"My API key sk-prod-abc123def456 is not working, please debug",2383.0,0.019064,1,62.7,High
LOG96E191D80E9F,USR495C09F2AC5F,2023-04-21T23:05:29,Frontend,gpt-4.1-mini,The SSN 123-45-6789 belongs to employee ID EMP001,2205.46205110182,0.008372213072298804,1,48.1,Medium
LOG8C9C9FC7AB97,USRBE88ECB7B8F6,2022-09-26T18:53:41,DevOps,gpt-4.1-mini,Debug this React component re-rendering issue,1899.0,0.007596,0,12.4,Low
LOG4018A6B6A844,USR65891F723BA2,2022-11-11T14:09:59,Mobile,claude-haiku-3.5,What is the best architecture for a microservice handling 10k rps?,670.0,0.00201,0,14.9,Low
LOGFD489AA6C3C5,USR76CFD1470386,2022-12-24T05:25:19,Backend,llama-3.3-70b,Review this PR and suggest improvements,2989.0,0.005978,0,12.9,Low
LOG985472F56CB8,USR3E1B51D38724,2024-05-11T19:20:04,DevOps,claude-sonnet-4,Help me debug this error: AttributeError in line 42,291.0,0.004365,0,3.3,Low
LOG17E56E5D7845,USRE1F7DE232772,2023-11-02T22:50:23,Backend,llama-3.3-70b,Generate a monthly report for the board,3293.0,0.006586,0,1.7,Low
LOG9A1F2EE710A0,USR65D56B978DF2,2024-03-22T16:13:05,DevOps,github-copilot,"My password is hunter2, can you check if this code is secure?",1115.0,0.01115,1,43.9,Medium
LOG7A639B351625,USR69FD920B8EDB,2023-07-31T14:04:08,Frontend,llama-3.3-70b,What is the best architecture for a microservice handling 10k rps?,832.0,0.001664,0,8.7,Low
LOG730941E76CAD,USR4B6214C8B97B,2022-09-29T20:33:46,Engineering,gpt-4.1,Design a REST API for a social media platform,795.0,0.0159,0,4.9,Low
LOG2737B07FA069,USRCBD063DEE86F,2023-11-13T04:36:46,Data Science,gemini-2.5-pro,Fix this memory leak in the following C++ code,511.0,0.004088,0,8.8,Low
LOG763548EF029F,USR6B723996EA89,2022-11-23T16:39:10,Backend,github-copilot,Write a Terraform module for AWS ECS,5117.0,0.05117,0,13.4,Low
LOGA208A9238C25,USRF6D19A488EE9,2023-07-01T05:22:20,DevOps,claude-sonnet-4,What is the best architecture for a microservice handling 10k rps?,7302.0,0.10953,0,4.9,Low
LOG03D0F00DE454,USRBF5764BB1619,2024-02-13T16:16:57,Engineering,claude-sonnet-4,Explain how Kubernetes pod scheduling works,2480.2500524552747,0.030182437435349853,0,14.9,Low
LOGB177BEB1E284,USRBE76BC0BF7E0,2024-03-17T22:24:03,Frontend,gpt-4.1-mini,Explain this SQL query: SELECT * FROM orders WHERE status='pending',970.0,0.00388,0,8.3,Low
LOGE993B0FBEA96,USRF5B9CFFCC803,2022-09-28T00:56:27,Backend,github-copilot,Write a Python script to parse JSON responses,577.0,0.00577,0,7.0,Low
LOG95076F4A776B,USR28B2ACCDCE19,2023-12-29T17:38:33,Mobile,gemini-2.5-pro,Write acceptance criteria for this user story,825.0,0.0066,0,5.4,Low
LOGFF68D3D9FCEF,USREAF9015B5225,2023-09-27T22:38:44,DevOps,claude-sonnet-4,"My password is hunter2, can you check if this code is secure?",5940.0,0.0891,1,28.1,Medium
LOGA6B328CE9600,USRE6A812CC68F3,2023-01-30T20:34:57,Mobile,llama-3.3-70b,Design a REST API for a social media platform,2873.0,0.005746,0,1.0,Low
LOG7E9FC49832E1,USRE5367FB3B0C2,2023-04-18T17:40:28,Backend,claude-sonnet-4,Optimise this pandas DataFrame merge operation,2725.0,0.040875,0,6.5,Low
LOGE7A326C9955B,USR69FD920B8EDB,2022-12-01T01:26:12,Frontend,llama-3.3-70b,"My password is hunter2, can you check if this code is secure?",2176.0,0.004352,1,35.8,Medium
LOGFE4E76782E40,USRAEC99E76025C,2023-04-04T20:24:00,Security,github-copilot,Generate a monthly report for the board,283.0,0.00283,0,13.9,Low
LOGFDA145D1B585,USRB73B037AD730,2023-03-20T16:56:57,Mobile,gpt-4.1-mini,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,2192.168610565559,0.008735670914369774,1,88.7,Critical
LOGB66EA88EEB9E,USR1F1C8F224AEC,2022-06-07T14:15:45,Engineering,gpt-4.1-mini,Help me debug this error: AttributeError in line 42,3581.0,0.014324,0,11.9,Low
LOG1804BA64FB82,USRE94D4D54F556,2024-05-26T17:59:54,Mobile,claude-haiku-3.5,Generate a monthly report for the board,1154.0,0.003462,0,13.4,Low
LOG24BE243635FA,USR28AF02F78D98,2024-03-17T05:28:01,Mobile,claude-haiku-3.5,Summarise the following document: {doc},4102.6883864656575,0.01358683808366295,0,0.0,Low
LOGAF1502A0B362,USR9F8EAC45CEAF,2023-03-05T11:37:55,Frontend,gemini-2.5-pro,What are the security implications of storing JWT in localStorage?,895.0,0.00716,0,12.4,Low
LOG1022AD1CE22B,USRCBD063DEE86F,2023-01-27T14:28:57,Data Science,claude-haiku-3.5,Summarise the following document: {doc},658.0,0.001974,0,2.5,Low
LOGBA9C10A30DAC,USR264F95D783D2,2022-07-01T16:35:20,Backend,gpt-4.1-mini,Create a data pipeline for real-time analytics,321.0,0.001284,0,1.2,Low
LOG57545458762F,USR22373F2763A1,2022-10-10T23:48:23,Data Science,gpt-4.1-mini,What are the security implications of storing JWT in localStorage?,818.0,0.003272,0,2.9,Low
LOGB86DA1C10F6E,USR057732A51A1A,2023-09-04T21:13:17,Data Science,github-copilot,Generate a monthly report for the board,9961.0,0.09961,0,1.6,Low
LOGBE2536DB479B,USRD96DD988345E,2023-09-19T22:14:41,DevOps,claude-haiku-3.5,Write acceptance criteria for this user story,2683.0,0.008049,0,1.1,Low
LOGEBE9BF1EF4E6,USR2D21388352E6,2023-11-26T15:52:41,Data Science,gpt-4.1-mini,"My API key sk-prod-abc123def456 is not working, please debug",978.0,0.003912,1,62.6,High
LOG86D3F717038F,USRD84512CF5310,2023-01-07T08:29:45,DevOps,gpt-4.1-mini,Help me write documentation for this REST API,239.0,0.000956,0,3.4,Low
LOG227D7ED3294A,USRDB83E5A54F84,2024-02-20T08:32:32,Frontend,claude-sonnet-4,"My password is hunter2, can you check if this code is secure?",683.0,0.010245,1,40.4,Medium
LOG60CA2AEA8E98,USRB758965695CA,2023-10-21T13:55:32,Data Science,gpt-4.1,Write acceptance criteria for this user story,1561.0,0.03122,0,4.6,Low
LOG667A724846C8,USR5CF2F87353D0,2023-02-09T16:26:42,Security,github-copilot,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,755.0,0.00755,1,95.0,Critical
LOG205437C3401A,USR3BC0CF8694B8,2022-06-29T13:57:28,Mobile,gpt-4.1,Explain this SQL query: SELECT * FROM orders WHERE status='pending',1007.0,0.02014,0,10.5,Low
LOGD2C1B0D22A9F,USR1F1C8F224AEC,2022-08-23T15:11:52,Engineering,gpt-4.1-mini,Help me refactor this legacy Java code to use streams,1099.0,0.004396,0,1.8,Low
LOGD189A092E36B,USRB758965695CA,2024-01-20T08:40:34,Data Science,gpt-4.1-mini,Explain how Kubernetes pod scheduling works,926.0,0.003704,0,1.1,Low
LOG3D223967B28C,USR264F95D783D2,2023-06-10T01:36:51,Backend,gemini-2.5-pro,Create a data pipeline for real-time analytics,7063.0,0.056504,0,3.6,Low
LOG1758EEE99515,USR12919CB6AA18,2024-06-02T02:56:27,Security,claude-sonnet-4,What are the security implications of storing JWT in localStorage?,1857.0,0.027855,0,9.7,Low
LOG862FB64ACFB2,USRCBD063DEE86F,2023-12-03T18:46:58,Data Science,claude-haiku-3.5,Create a data pipeline for real-time analytics,2084.0,0.006252,0,4.5,Low
LOGA5F7A0C9A988,USR3BC0CF8694B8,2022-09-30T13:56:54,Mobile,github-copilot,Implement a binary search tree in Python,1830.0,0.0183,0,0.5,Low
LOG1FD9ECD0ABB6,USR057732A51A1A,2024-03-15T07:38:18,Data Science,gpt-4.1-mini,Help me debug this error: AttributeError in line 42,844.0,0.003376,0,0.7,Low
LOG92D38106F7BE,USRBE76BC0BF7E0,2023-10-25T08:09:01,Frontend,claude-sonnet-4,Optimise this pandas DataFrame merge operation,1203.0,0.018045,0,7.5,Low
LOGEE99887FAABB,USR057732A51A1A,2022-09-12T05:29:46,Data Science,github-copilot,Write unit tests for this ML model evaluation pipeline,652.0,0.00652,0,4.9,Low
LOG2AE80DDC2490,USR32C798E5169A,2023-01-31T12:04:50,Security,gemini-2.5-pro,Fix this memory leak in the following C++ code,237.0,0.001896,0,6.3,Low
LOGB281A9BAE8A8,USRD40A133454C7,2024-04-06T02:34:50,Mobile,claude-haiku-3.5,Fix this memory leak in the following C++ code,913.0,0.002739,0,2.8,Low
LOG68CB3D8D240E,USRE1F7DE232772,2022-09-18T00:08:44,Backend,llama-3.3-70b,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,1346.0,0.002692,1,80.2,Critical
LOG92EB5D7B8508,USR3A29E9F5BB61,2024-05-05T17:25:35,DevOps,claude-sonnet-4,Generate a monthly report for the board,1514.0,0.02271,0,14.4,Low
LOG71616EF39457,USR495C09F2AC5F,2022-08-21T05:50:02,Frontend,gemini-2.5-pro,Email john.smith@acmecorp.com about the Q3 merger with ProjectPhoenix,1145.218110467056,0.012660635121200286,1,71.3,High
LOG5C882EFD517E,USRE6A812CC68F3,2022-09-23T19:18:02,Mobile,gemini-2.5-pro,Write acceptance criteria for this user story,574.0,0.004592,0,3.0,Low
LOG51030C2F1738,USR264F95D783D2,2023-06-28T05:31:50,Backend,gemini-2.5-pro,Write unit tests for this ML model evaluation pipeline,3098.0,0.024784,0,11.0,Low
LOG98B596BE6012,USR6B723996EA89,2023-09-02T15:29:25,Backend,claude-sonnet-4,Help me refactor this legacy Java code to use streams,1048.0,0.01572,0,7.9,Low
LOGC47FFFE27D80,USR22373F2763A1,2024-02-12T14:17:24,Data Science,llama-3.3-70b,Generate a regex to validate email addresses,626.0,0.001252,1,40.8,Medium
LOG0456B6E8E2D5,USRDE02917CBB9C,2023-01-12T09:35:41,Mobile,claude-sonnet-4,Explain how Kubernetes pod scheduling works,1655.0,0.024825,0,8.9,Low
LOG9CCCCC9E2E3F,USR32D3FC0C51F5,2023-10-01T00:55:25,Mobile,llama-3.3-70b,"My API key sk-prod-abc123def456 is not working, please debug",1502.0,0.003004,1,51.8,High
LOG20FCBDFEBEAD,USRAD008551D068,2023-05-27T01:04:09,Data Science,claude-sonnet-4,Help me refactor this legacy Java code to use streams,3091.0,0.046365,0,6.3,Low
LOGFA0A15B227D9,USR5BD8B387372A,2023-09-02T23:03:22,Backend,claude-haiku-3.5,What are the security implications of storing JWT in localStorage?,2222.0,0.006666,0,4.7,Low
LOG25BB57797CEA,USRF5B9CFFCC803,2024-03-23T21:30:06,Backend,claude-sonnet-4,Translate this function to TypeScript,1599.0,0.023985,0,13.4,Low
LOG243AC3CFC0C6,USRDB83E5A54F84,2022-12-15T09:32:55,Frontend,github-copilot,Design a REST API for a social media platform,1521.0,0.01521,0,13.6,Low
LOG8475F6364AD6,USR057732A51A1A,2022-11-20T06:40:08,Data Science,gpt-4.1,Write acceptance criteria for this user story,6994.0,0.13988,0,3.4,Low
LOG36BDB49427FC,USRB758965695CA,2024-06-14T14:17:50,Data Science,gpt-4.1,Write unit tests for this function: {code},921.0,0.01842,0,6.5,Low
LOG1FCB338305C8,USR417CBC4EC7E0,2022-06-13T16:39:47,DevOps,github-copilot,What is the best architecture for a microservice handling 10k rps?,10104.494400407279,0.1305712101424453,0,8.0,Low
LOG9E2384A8BD7E,USR4A554965767D,2023-10-11T02:49:51,Data Science,github-copilot,Explain how Kubernetes pod scheduling works,1059.0,0.01059,0,11.9,Low
LOG3B64C18553DC,USRDC516F8DB2A1,2023-08-25T15:16:08,Frontend,gemini-2.5-pro,Design a REST API for a social media platform,934.0,0.007472,0,0.8,Low
